,medical_school,short_name,cost_type,ownership,residence_status,insurance_required,insurance_waived,cost,year
17078,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Texas Tech-Foster,Fees,Public,Resident,Yes,,4538.0,2021.0
17079,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Texas Tech-Foster,Fees,Public,Nonresident,Yes,,4538.0,2021.0
17080,Texas Tech University Health Sciences Center School of Medicine,Texas Tech,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,22976.0,2021.0
17081,Texas Tech University Health Sciences Center School of Medicine,Texas Tech,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,36476.0,2021.0
17082,Texas Tech University Health Sciences Center School of Medicine,Texas Tech,Tuition,Public,Resident,Yes,Yes,16317.0,2021.0
17083,Texas Tech University Health Sciences Center School of Medicine,Texas Tech,Tuition,Public,Nonresident,Yes,Yes,29817.0,2021.0
17084,Texas Tech University Health Sciences Center School of Medicine,Texas Tech,Health Insurance,Public,Resident,Yes,Yes,2500.0,2021.0
17085,Texas Tech University Health Sciences Center School of Medicine,Texas Tech,Health Insurance,Public,Nonresident,Yes,Yes,2500.0,2021.0
17086,Texas Tech University Health Sciences Center School of Medicine,Texas Tech,Fees,Public,Resident,Yes,Yes,4159.0,2021.0
17087,Texas Tech University Health Sciences Center School of Medicine,Texas Tech,Fees,Public,Nonresident,Yes,Yes,4159.0,2021.0
17088,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,UT San Antonio-Long,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,24862.0,2021.0
17089,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,UT San Antonio-Long,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,42044.0,2021.0
17090,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,UT San Antonio-Long,Tuition,Public,Resident,Yes,Yes,17581.0,2021.0
17091,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,UT San Antonio-Long,Tuition,Public,Nonresident,Yes,Yes,34763.0,2021.0
17092,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,UT San Antonio-Long,Health Insurance,Public,Resident,Yes,Yes,3190.0,2021.0
17093,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,UT San Antonio-Long,Health Insurance,Public,Nonresident,Yes,Yes,3190.0,2021.0
17094,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,UT San Antonio-Long,Fees,Public,Resident,Yes,Yes,4091.0,2021.0
17095,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,UT San Antonio-Long,Fees,Public,Nonresident,Yes,Yes,4091.0,2021.0
17096,The University of Toledo College of Medicine and Life Sciences,Toledo,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,38501.0,2021.0
17097,The University of Toledo College of Medicine and Life Sciences,Toledo,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,70506.0,2021.0
17098,The University of Toledo College of Medicine and Life Sciences,Toledo,Tuition,Public,Resident,Yes,Yes,33073.0,2021.0
17099,The University of Toledo College of Medicine and Life Sciences,Toledo,Tuition,Public,Nonresident,Yes,Yes,65078.0,2021.0
17100,The University of Toledo College of Medicine and Life Sciences,Toledo,Health Insurance,Public,Resident,Yes,Yes,2528.0,2021.0
17101,The University of Toledo College of Medicine and Life Sciences,Toledo,Health Insurance,Public,Nonresident,Yes,Yes,2528.0,2021.0
17102,The University of Toledo College of Medicine and Life Sciences,Toledo,Fees,Public,Resident,Yes,Yes,2900.0,2021.0
17103,The University of Toledo College of Medicine and Life Sciences,Toledo,Fees,Public,Nonresident,Yes,Yes,2900.0,2021.0
17104,The Warren Alpert Medical School of Brown University,Brown-Alpert,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,71913.0,2021.0
17105,The Warren Alpert Medical School of Brown University,Brown-Alpert,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,71913.0,2021.0
17106,The Warren Alpert Medical School of Brown University,Brown-Alpert,Tuition,Private,Resident,Yes,Yes,66110.0,2021.0
17107,The Warren Alpert Medical School of Brown University,Brown-Alpert,Tuition,Private,Nonresident,Yes,Yes,66110.0,2021.0
17108,The Warren Alpert Medical School of Brown University,Brown-Alpert,Health Insurance,Private,Resident,Yes,Yes,4559.0,2021.0
17109,The Warren Alpert Medical School of Brown University,Brown-Alpert,Health Insurance,Private,Nonresident,Yes,Yes,4559.0,2021.0
17110,The Warren Alpert Medical School of Brown University,Brown-Alpert,Fees,Private,Resident,Yes,Yes,1244.0,2021.0
17111,The Warren Alpert Medical School of Brown University,Brown-Alpert,Fees,Private,Nonresident,Yes,Yes,1244.0,2021.0
17112,Tufts University School of Medicine,Tufts,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,73227.0,2021.0
17113,Tufts University School of Medicine,Tufts,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,73227.0,2021.0
17114,Tufts University School of Medicine,Tufts,Tuition,Private,Resident,Yes,Yes,66354.0,2021.0
17115,Tufts University School of Medicine,Tufts,Tuition,Private,Nonresident,Yes,Yes,66354.0,2021.0
17116,Tufts University School of Medicine,Tufts,Health Insurance,Private,Resident,Yes,Yes,6061.0,2021.0
17117,Tufts University School of Medicine,Tufts,Health Insurance,Private,Nonresident,Yes,Yes,6061.0,2021.0
17118,Tufts University School of Medicine,Tufts,Fees,Private,Resident,Yes,Yes,812.0,2021.0
17119,Tufts University School of Medicine,Tufts,Fees,Private,Nonresident,Yes,Yes,812.0,2021.0
17120,Tulane University School of Medicine,Tulane,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,72672.0,2021.0
17121,Tulane University School of Medicine,Tulane,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,72672.0,2021.0
17122,Tulane University School of Medicine,Tulane,Tuition,Private,Resident,Yes,Yes,65074.0,2021.0
17123,Tulane University School of Medicine,Tulane,Tuition,Private,Nonresident,Yes,Yes,65074.0,2021.0
17124,Tulane University School of Medicine,Tulane,Health Insurance,Private,Resident,Yes,Yes,3364.0,2021.0
17125,Tulane University School of Medicine,Tulane,Health Insurance,Private,Nonresident,Yes,Yes,3364.0,2021.0
17126,Tulane University School of Medicine,Tulane,Fees,Private,Resident,Yes,Yes,4234.0,2021.0
17127,Tulane University School of Medicine,Tulane,Fees,Private,Nonresident,Yes,Yes,4234.0,2021.0
17128,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Uniformed Services-Hebert,"Tuition, Fees, and Health Insurance",Public,Resident,No,,0.0,2021.0
17129,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Uniformed Services-Hebert,"Tuition, Fees, and Health Insurance",Public,Nonresident,No,,0.0,2021.0
17130,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Uniformed Services-Hebert,Tuition,Public,Resident,No,,0.0,2021.0
17131,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Uniformed Services-Hebert,Tuition,Public,Nonresident,No,,0.0,2021.0
17132,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Uniformed Services-Hebert,Health Insurance,Public,Resident,No,,0.0,2021.0
17133,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Uniformed Services-Hebert,Health Insurance,Public,Nonresident,No,,0.0,2021.0
17134,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Uniformed Services-Hebert,Fees,Public,Resident,No,,0.0,2021.0
17135,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Uniformed Services-Hebert,Fees,Public,Nonresident,No,,0.0,2021.0
17136,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Alabama-Heersink,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,36211.0,2021.0
17137,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Alabama-Heersink,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,68927.0,2021.0
17138,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Alabama-Heersink,Tuition,Public,Resident,Yes,Yes,29998.0,2021.0
17139,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Alabama-Heersink,Tuition,Public,Nonresident,Yes,Yes,62714.0,2021.0
17140,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Alabama-Heersink,Health Insurance,Public,Resident,Yes,Yes,2832.0,2021.0
17141,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Alabama-Heersink,Health Insurance,Public,Nonresident,Yes,Yes,2832.0,2021.0
17142,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Alabama-Heersink,Fees,Public,Resident,Yes,Yes,3381.0,2021.0
17143,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Alabama-Heersink,Fees,Public,Nonresident,Yes,Yes,3381.0,2021.0
17144,University of Arizona College of Medicine,Arizona,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,38803.0,2021.0
17145,University of Arizona College of Medicine,Arizona,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,58937.0,2021.0
17146,University of Arizona College of Medicine,Arizona,Tuition,Public,Resident,Yes,Yes,34588.0,2021.0
17147,University of Arizona College of Medicine,Arizona,Tuition,Public,Nonresident,Yes,Yes,54722.0,2021.0
17148,University of Arizona College of Medicine,Arizona,Health Insurance,Public,Resident,Yes,Yes,2861.0,2021.0
17149,University of Arizona College of Medicine,Arizona,Health Insurance,Public,Nonresident,Yes,Yes,2861.0,2021.0
17150,University of Arizona College of Medicine,Arizona,Fees,Public,Resident,Yes,Yes,1354.0,2021.0
17151,University of Arizona College of Medicine,Arizona,Fees,Public,Nonresident,Yes,Yes,1354.0,2021.0
17152,University of Arizona College of Medicine - Phoenix,Arizona Phoenix,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,38293.0,2021.0
17153,University of Arizona College of Medicine - Phoenix,Arizona Phoenix,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,58427.0,2021.0
17154,University of Arizona College of Medicine - Phoenix,Arizona Phoenix,Tuition,Public,Resident,Yes,Yes,34588.0,2021.0
17155,University of Arizona College of Medicine - Phoenix,Arizona Phoenix,Tuition,Public,Nonresident,Yes,Yes,54722.0,2021.0
17156,University of Arizona College of Medicine - Phoenix,Arizona Phoenix,Health Insurance,Public,Resident,Yes,Yes,2861.0,2021.0
17157,University of Arizona College of Medicine - Phoenix,Arizona Phoenix,Health Insurance,Public,Nonresident,Yes,Yes,2861.0,2021.0
17158,University of Arizona College of Medicine - Phoenix,Arizona Phoenix,Fees,Public,Resident,Yes,Yes,844.0,2021.0
17159,University of Arizona College of Medicine - Phoenix,Arizona Phoenix,Fees,Public,Nonresident,Yes,Yes,844.0,2021.0
17160,University of Arkansas for Medical Sciences College of Medicine,Arkansas,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,39537.0,2021.0
17161,University of Arkansas for Medical Sciences College of Medicine,Arkansas,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,71707.0,2021.0
17162,University of Arkansas for Medical Sciences College of Medicine,Arkansas,Tuition,Public,Resident,Yes,Yes,33010.0,2021.0
17163,University of Arkansas for Medical Sciences College of Medicine,Arkansas,Tuition,Public,Nonresident,Yes,Yes,65180.0,2021.0
17164,University of Arkansas for Medical Sciences College of Medicine,Arkansas,Health Insurance,Public,Resident,Yes,Yes,3242.0,2021.0
17165,University of Arkansas for Medical Sciences College of Medicine,Arkansas,Health Insurance,Public,Nonresident,Yes,Yes,3242.0,2021.0
17166,University of Arkansas for Medical Sciences College of Medicine,Arkansas,Fees,Public,Resident,Yes,Yes,3285.0,2021.0
17167,University of Arkansas for Medical Sciences College of Medicine,Arkansas,Fees,Public,Nonresident,Yes,Yes,3285.0,2021.0
17168,"University of California, Davis, School of Medicine",UC Davis,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,46668.0,2021.0
17169,"University of California, Davis, School of Medicine",UC Davis,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,58913.0,2021.0
17170,"University of California, Davis, School of Medicine",UC Davis,Tuition,Public,Resident,Yes,Yes,39744.0,2021.0
17171,"University of California, Davis, School of Medicine",UC Davis,Tuition,Public,Nonresident,Yes,Yes,51989.0,2021.0
17172,"University of California, Davis, School of Medicine",UC Davis,Health Insurance,Public,Resident,Yes,Yes,4020.0,2021.0
17173,"University of California, Davis, School of Medicine",UC Davis,Health Insurance,Public,Nonresident,Yes,Yes,4020.0,2021.0
17174,"University of California, Davis, School of Medicine",UC Davis,Fees,Public,Resident,Yes,Yes,2904.0,2021.0
17175,"University of California, Davis, School of Medicine",UC Davis,Fees,Public,Nonresident,Yes,Yes,2904.0,2021.0
17176,"University of California, Irvine, School of Medicine",UC Irvine,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,43248.0,2021.0
17177,"University of California, Irvine, School of Medicine",UC Irvine,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,55493.0,2021.0
17178,"University of California, Irvine, School of Medicine",UC Irvine,Tuition,Public,Resident,Yes,Yes,35934.0,2021.0
17179,"University of California, Irvine, School of Medicine",UC Irvine,Tuition,Public,Nonresident,Yes,Yes,48179.0,2021.0
17180,"University of California, Irvine, School of Medicine",UC Irvine,Health Insurance,Public,Resident,Yes,Yes,5309.0,2021.0
17181,"University of California, Irvine, School of Medicine",UC Irvine,Health Insurance,Public,Nonresident,Yes,Yes,5309.0,2021.0
17182,"University of California, Irvine, School of Medicine",UC Irvine,Fees,Public,Resident,Yes,Yes,2005.0,2021.0
17183,"University of California, Irvine, School of Medicine",UC Irvine,Fees,Public,Nonresident,Yes,Yes,2005.0,2021.0
17184,"University of California, Los Angeles David Geffen School of Medicine",UCLA-Geffen,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,45306.0,2021.0
17185,"University of California, Los Angeles David Geffen School of Medicine",UCLA-Geffen,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,57551.0,2021.0
17186,"University of California, Los Angeles David Geffen School of Medicine",UCLA-Geffen,Tuition,Public,Resident,Yes,Yes,38930.0,2021.0
17187,"University of California, Los Angeles David Geffen School of Medicine",UCLA-Geffen,Tuition,Public,Nonresident,Yes,Yes,51175.0,2021.0
17188,"University of California, Los Angeles David Geffen School of Medicine",UCLA-Geffen,Health Insurance,Public,Resident,Yes,Yes,4721.0,2021.0
17189,"University of California, Los Angeles David Geffen School of Medicine",UCLA-Geffen,Health Insurance,Public,Nonresident,Yes,Yes,4721.0,2021.0
17190,"University of California, Los Angeles David Geffen School of Medicine",UCLA-Geffen,Fees,Public,Resident,Yes,Yes,1655.0,2021.0
17191,"University of California, Los Angeles David Geffen School of Medicine",UCLA-Geffen,Fees,Public,Nonresident,Yes,Yes,1655.0,2021.0
17192,"University of California, Riverside School of Medicine",UC Riverside,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,42659.0,2021.0
17193,"University of California, Riverside School of Medicine",UC Riverside,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,54904.0,2021.0
17194,"University of California, Riverside School of Medicine",UC Riverside,Tuition,Public,Resident,Yes,Yes,11442.0,2021.0
17195,"University of California, Riverside School of Medicine",UC Riverside,Tuition,Public,Nonresident,Yes,Yes,23687.0,2021.0
17196,"University of California, Riverside School of Medicine",UC Riverside,Health Insurance,Public,Resident,Yes,Yes,3964.0,2021.0
17197,"University of California, Riverside School of Medicine",UC Riverside,Health Insurance,Public,Nonresident,Yes,Yes,3964.0,2021.0
17198,"University of California, Riverside School of Medicine",UC Riverside,Fees,Public,Resident,Yes,Yes,27253.0,2021.0
17199,"University of California, Riverside School of Medicine",UC Riverside,Fees,Public,Nonresident,Yes,Yes,27253.0,2021.0
17200,"University of California, San Diego School of Medicine",UC San Diego,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,43266.0,2021.0
